Run	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	Instrument	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	SRA Study	sex	sub_species	sample_name	ENA-FIRST-PUBLIC (run)	ENA-FIRST-PUBLIC	ENA-LAST-UPDATE (run)	ENA-LAST-UPDATE	External_Id	INSDC_center_alias	INSDC_center_name	INSDC_first_public	INSDC_last_update	INSDC_status	Submitter_Id	common_name	lat_lon	collected_by	tissue_type	geographic_location_(region_and_locality)
ERR849980	WGS	200	2457419000	PRJEB9057	SAMEA3334491	1614886579	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930891	Illumina HiSeq 2000	DNA_461	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334491	ERP010115	missing	NA	DNA_461	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334491	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:09:23Z	public	DNA_461	hooded crow	NA	NA	NA	NA
ERR849981	WGS	200	2409403400	PRJEB9057	SAMEA3334492	1557105511	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930892	Illumina HiSeq 2000	DNA_462	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334492	ERP010115	missing	NA	DNA_462	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334492	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:09:23Z	public	DNA_462	hooded crow	NA	NA	NA	NA
ERR849982	WGS	200	2736816800	PRJEB9057	SAMEA3334493	1764556270	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930893	Illumina HiSeq 2000	DNA_463	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334493	ERP010115	missing	NA	DNA_463	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334493	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:11:21Z	public	DNA_463	hooded crow	NA	NA	NA	NA
ERR849983	WGS	200	2804047600	PRJEB9057	SAMEA3334579	1838976101	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930894	Illumina HiSeq 2000	DNA_464	PAIRED	RANDOM	GENOMIC	Corvus_frugilegus	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334579	ERP010115	missing	NA	DNA_464	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334579	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:00:47Z	public	DNA_464	rook	NA	NA	NA	NA
ERR849984	WGS	200	2923327200	PRJEB9057	SAMEA3334494	1904831654	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930895	Illumina HiSeq 2000	DNA_465	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334494	ERP010115	missing	NA	DNA_465	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334494	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:09:23Z	public	DNA_465	hooded crow	NA	NA	NA	NA
ERR849985	WGS	200	3004651600	PRJEB9057	SAMEA3334495	1977873444	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930896	Illumina HiSeq 2000	DNA_466	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334495	ERP010115	missing	NA	DNA_466	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334495	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:11:21Z	public	DNA_466	hooded crow	NA	NA	NA	NA
ERR849986	WGS	200	1915770400	PRJEB9057	SAMEA3334496	1243887955	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930897	Illumina HiSeq 2000	DNA_467	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334496	ERP010115	missing	NA	DNA_467	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334496	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:09:24Z	public	DNA_467	hooded crow	NA	NA	NA	NA
ERR849987	WGS	200	2142456800	PRJEB9057	SAMEA3334497	1425532444	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930898	Illumina HiSeq 2000	DNA_468	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334497	ERP010115	missing	NA	DNA_468	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334497	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:11:21Z	public	DNA_468	hooded crow	NA	NA	NA	NA
ERR849988	WGS	200	18943709800	PRJEB9057	SAMEA3334498	11926290165	UPPSALA UNIVERSITET	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930899	Illumina HiSeq 2000	DNA_469	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334498	ERP010115	missing	NA	DNA_469	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334498	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:11:21Z	public	DNA_469	hooded crow	NA	NA	NA	NA
ERR849989	WGS	200	18037451000	PRJEB9057	SAMEA3334499	11437379882	UPPSALA UNIVERSITET	public	fastq,sra	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930900	Illumina HiSeq 2000	DNA_470	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334499	ERP010115	missing	NA	DNA_470	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334499	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:11:22Z	public	DNA_470	hooded crow	NA	NA	NA	NA
ERR849990	WGS	199	4949807197	PRJEB9057	SAMEA3334500	3249257372	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930901	Illumina HiSeq 2000	DNA_471	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334500	ERP010115	missing	NA	DNA_471	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334500	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:11:22Z	public	DNA_471	hooded crow	NA	NA	NA	NA
ERR849991	WGS	199	5171321460	PRJEB9057	SAMEA3334501	3439496527	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930902	Illumina HiSeq 2000	DNA_472	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334501	ERP010115	missing	NA	DNA_472	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334501	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:11:22Z	public	DNA_472	hooded crow	NA	NA	NA	NA
ERR849992	WGS	199	4130947271	PRJEB9057	SAMEA3334560	2721227106	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930903	Illumina HiSeq 2000	DNA_473	PAIRED	RANDOM	GENOMIC	Corvus_dauuricus	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334560	ERP010115	missing	NA	DNA_473	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334560	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T13:23:04Z	public	DNA_473	NA	NA	NA	NA	NA
ERR849993	WGS	199	4308162542	PRJEB9057	SAMEA3334561	2875215230	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930904	Illumina HiSeq 2000	DNA_474	PAIRED	RANDOM	GENOMIC	Corvus_dauuricus	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334561	ERP010115	missing	NA	DNA_474	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334561	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T13:23:04Z	public	DNA_474	NA	NA	NA	NA	NA
ERR849994	WGS	199	3870723727	PRJEB9057	SAMEA3334502	2546048060	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930905	Illumina HiSeq 2000	DNA_475	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334502	ERP010115	missing	NA	DNA_475	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334502	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:09:24Z	public	DNA_475	hooded crow	NA	NA	NA	NA
ERR849995	WGS	199	4043248568	PRJEB9057	SAMEA3334503	2694678083	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930906	Illumina HiSeq 2000	DNA_476	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334503	ERP010115	missing	NA	DNA_476	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334503	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:37:19Z	public	DNA_476	hooded crow	NA	NA	NA	NA
ERR849996	WGS	199	5604756793	PRJEB9057	SAMEA3334504	3691598454	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930907	Illumina HiSeq 2000	DNA_477	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334504	ERP010115	missing	NA	DNA_477	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334504	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:11:22Z	public	DNA_477	hooded crow	NA	NA	NA	NA
ERR849997	WGS	199	5842351251	PRJEB9057	SAMEA3334505	3898310005	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930908	Illumina HiSeq 2000	DNA_478	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334505	ERP010115	missing	NA	DNA_478	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334505	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:11:22Z	public	DNA_478	hooded crow	NA	NA	NA	NA
ERR850000	WGS	199	3549792049	PRJEB9057	SAMEA3334562	2332871217	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930911	Illumina HiSeq 2000	DNA_481	PAIRED	RANDOM	GENOMIC	Corvus_dauuricus	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334562	ERP010115	missing	NA	DNA_481	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334562	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T13:23:04Z	public	DNA_481	NA	NA	NA	NA	NA
ERR850001	WGS	199	3712928866	PRJEB9057	SAMEA3334563	2472970073	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930912	Illumina HiSeq 2000	DNA_482	PAIRED	RANDOM	GENOMIC	Corvus_dauuricus	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334563	ERP010115	missing	NA	DNA_482	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334563	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T13:23:04Z	public	DNA_482	NA	NA	NA	NA	NA
ERR850002	WGS	199	4524183012	PRJEB9057	SAMEA3334506	2986386236	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930913	Illumina HiSeq 2000	DNA_483	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334506	ERP010115	missing	NA	DNA_483	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334506	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:09:24Z	public	DNA_483	hooded crow	NA	NA	NA	NA
ERR850003	WGS	199	4766406608	PRJEB9057	SAMEA3334507	3186598358	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930914	Illumina HiSeq 2000	DNA_484	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334507	ERP010115	missing	NA	DNA_484	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334507	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:11:22Z	public	DNA_484	hooded crow	NA	NA	NA	NA
ERR850004	WGS	199	4007737615	PRJEB9057	SAMEA3334564	2682270090	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930915	Illumina HiSeq 2000	DNA_485	PAIRED	RANDOM	GENOMIC	Corvus_dauuricus	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334564	ERP010115	missing	NA	DNA_485	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334564	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T13:23:04Z	public	DNA_485	NA	NA	NA	NA	NA
ERR850005	WGS	199	4204139471	PRJEB9057	SAMEA3334565	2850569333	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930916	Illumina HiSeq 2000	DNA_486	PAIRED	RANDOM	GENOMIC	Corvus_dauuricus	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334565	ERP010115	missing	NA	DNA_486	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334565	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T13:23:02Z	public	DNA_486	NA	NA	NA	NA	NA
ERR850006	WGS	199	4094014662	PRJEB9057	SAMEA3334508	2706915234	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930917	Illumina HiSeq 2000	DNA_487	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334508	ERP010115	missing	NA	DNA_487	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334508	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:11:22Z	public	DNA_487	hooded crow	NA	NA	NA	NA
ERR850007	WGS	199	4253585797	PRJEB9057	SAMEA3334509	2848766887	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930918	Illumina HiSeq 2000	DNA_488	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334509	ERP010115	missing	NA	DNA_488	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334509	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:11:22Z	public	DNA_488	hooded crow	NA	NA	NA	NA
ERR850010	WGS	200	4157621600	PRJEB9057	SAMEA3334510	2844683981	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930921	Illumina HiSeq 2000	DNA_491	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334510	ERP010115	missing	NA	DNA_491	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334510	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:09:24Z	public	DNA_491	hooded crow	NA	NA	NA	NA
ERR850011	WGS	200	4210379800	PRJEB9057	SAMEA3334511	2791412776	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930922	Illumina HiSeq 2000	DNA_492	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334511	ERP010115	missing	NA	DNA_492	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334511	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:09:58Z	public	DNA_492	hooded crow	NA	NA	NA	NA
ERR850012	WGS	200	2708402800	PRJEB9057	SAMEA3334512	1793388540	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930923	Illumina HiSeq 2000	DNA_493	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334512	ERP010115	missing	NA	DNA_493	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334512	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:11:22Z	public	DNA_493	hooded crow	NA	NA	NA	NA
ERR850013	WGS	200	2708810800	PRJEB9057	SAMEA3334513	1827287535	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930924	Illumina HiSeq 2000	DNA_494	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334513	ERP010115	missing	NA	DNA_494	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334513	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:09:58Z	public	DNA_494	hooded crow	NA	NA	NA	NA
ERR850014	WGS	200	3224146200	PRJEB9057	SAMEA3334514	2142479853	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930925	Illumina HiSeq 2000	DNA_495	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334514	ERP010115	missing	NA	DNA_495	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334514	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:12:24Z	public	DNA_495	hooded crow	NA	NA	NA	NA
ERR850015	WGS	200	3224039000	PRJEB9057	SAMEA3334515	2181544918	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930926	Illumina HiSeq 2000	DNA_496	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334515	ERP010115	missing	NA	DNA_496	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334515	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:09:58Z	public	DNA_496	hooded crow	NA	NA	NA	NA
ERR850016	WGS	200	2481872400	PRJEB9057	SAMEA3334580	1656691804	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930927	Illumina HiSeq 2000	DNA_497	PAIRED	RANDOM	GENOMIC	Corvus_frugilegus	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334580	ERP010115	missing	NA	DNA_497	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334580	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:15:42Z	public	DNA_497	rook	NA	NA	NA	NA
ERR850017	WGS	200	2482849600	PRJEB9057	SAMEA3334581	1686732348	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930928	Illumina HiSeq 2000	DNA_498	PAIRED	RANDOM	GENOMIC	Corvus_frugilegus	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334581	ERP010115	missing	NA	DNA_498	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334581	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:15:42Z	public	DNA_498	rook	NA	NA	NA	NA
ERR850018	WGS	200	3483239400	PRJEB9057	SAMEA3334516	2372843822	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930929	Illumina HiSeq 2000	DNA_499	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334516	ERP010115	missing	NA	DNA_499	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334516	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:09:58Z	public	DNA_499	hooded crow	NA	NA	NA	NA
ERR850019	WGS	200	3520543600	PRJEB9057	SAMEA3334517	2321674979	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930930	Illumina HiSeq 2000	DNA_500	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334517	ERP010115	missing	NA	DNA_500	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334517	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:09:58Z	public	DNA_500	hooded crow	NA	NA	NA	NA
ERR850020	WGS	200	3103130000	PRJEB9057	SAMEA3334518	2106092663	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930931	Illumina HiSeq 2000	DNA_501	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334518	ERP010115	missing	NA	DNA_501	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334518	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:09:58Z	public	DNA_501	hooded crow	NA	NA	NA	NA
ERR850021	WGS	200	3140906400	PRJEB9057	SAMEA3334519	2061365325	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930932	Illumina HiSeq 2000	DNA_502	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334519	ERP010115	missing	NA	DNA_502	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334519	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:12:24Z	public	DNA_502	hooded crow	NA	NA	NA	NA
ERR850022	WGS	200	4713708800	PRJEB9057	SAMEA3334520	3176780799	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930933	Illumina HiSeq 2000	DNA_503	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334520	ERP010115	missing	NA	DNA_503	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334520	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:09:58Z	public	DNA_503	hooded crow	NA	NA	NA	NA
ERR850023	WGS	200	4763462400	PRJEB9057	SAMEA3334521	3220112188	UPPSALA UNIVERSITET	public	fastq,sra,unknown_contigs	ena,gs,ncbi,s3	ena,gs.US,ncbi.public,s3.us-east-1	ERX930934	Illumina HiSeq 2000	DNA_504	PAIRED	RANDOM	GENOMIC	Corvus_cornix	ILLUMINA	2016-08-10T00:00:00Z	SAMEA3334521	ERP010115	missing	NA	DNA_504	2016-08-09	2016-08-09	2018-11-16	2018-03-09	SAMEA3334521	UPPSALA UNIVERSITET	UPPSALA UNIVERSITET	2016-08-09T17:01:26Z	2018-03-09T00:37:19Z	public	DNA_504	hooded crow	NA	NA	NA	NA
